platform,stock_name,timestamp,post_id,data_index,title,comment
토스증권,SK이노베이션,2025-03-17T14:34:21+09:00,102472784,2,,한달동안 오른게 이틀만에 무너지는구나...
토스증권,SK이노베이션,2025-03-17T14:32:41+09:00,102472612,3,,진짜 지옥까지 가는구나....
토스증권,SK이노베이션,2025-03-17T13:00:16+09:00,102463270,4,,"언제까지 매수해야 배당금 받을 수 있을까요?
배당락도 감수 해야겠지요?^^"
토스증권,SK이노베이션,2025-03-17T12:26:24+09:00,102460010,5,추매,"평단 127,900
주주분들 화이팅하세요~
웃는날 있을거예요~"
토스증권,SK이노베이션,2025-03-17T12:12:27+09:00,102458354,6,,어이가 없네
토스증권,SK이노베이션,2025-03-17T12:02:39+09:00,102457448,7,,25년 들어와서 야금 야금 오른거 한순간에 털어 먹네 ㅋㅋㅋ
토스증권,SK이노베이션,2025-03-17T10:33:32+09:00,102448166,8,첫 진입,주주분들 화이팅하세욥
토스증권,SK이노베이션,2025-03-17T09:53:15+09:00,102443230,9,,이거팔아 삼성사나?? ㅎ
토스증권,SK이노베이션,2025-03-17T09:25:30+09:00,102438720,10,,"https://youtu.be/K5O0xzDpV_A?si=Lheny9CDUjwrejAF

힘차게 달려라 은하철도 999~
힘차게 달려라 석유산업 이노베이션~"
토스증권,SK이노베이션,2025-03-17T09:06:37+09:00,102434944,11,난 끝까지 간다!,"이래놓고 오를것같아서
계속 갑니다!"
토스증권,SK이노베이션,2025-03-17T09:05:40+09:00,102434756,12,,https://naver.me/IMy6BS2m
토스증권,SK이노베이션,2025-03-14T16:32:44+09:00,102229998,13,,"https://youtube.com/shorts/ZdH_CL96zLY?si=rkVQwt_EHXePlC6a

워렌버핏은 사실 모든것을 알려줬을지도 모른다."
토스증권,SK이노베이션,2025-03-14T16:32:05+09:00,102229952,14,,"현재 오늘 5% 위 구역이 과거에 개인투자자가 많이 물린 악성매물대(본전 올때까지 끝까지 안팔고 버티는 넘어야 할 산;;)가 존재함으로

오늘 악성매물대 손절 유도를 위해서 5% 하락했을뿐 현재 차트 흐름이 아주 좋음으로 21만원까지 부드럽게 올라 갈 수 있다."
토스증권,SK이노베이션,2025-03-14T11:31:11+09:00,102198854,15,,성투하세요 전 여기까지..
토스증권,SK이노베이션,2025-03-14T10:57:52+09:00,102195176,16,,힘이 씨네요
토스증권,SK이노베이션,2025-03-14T10:43:37+09:00,102193058,17,,하루에 5프로면 너무 심하자나 ~. 내 키움잔고가 울고 있어 ㅜㅜ
토스증권,SK이노베이션,2025-03-14T10:33:29+09:00,102191506,18,,이제 지지 못하면 흐를거 같은데
토스증권,SK이노베이션,2025-03-14T09:43:02+09:00,102184594,19,,거래량도 작고 체결강도도 약하고... 물려있는분들도 2십만원대가 젤 많고... 굳이 오늘매도 할 필욘 없겄네요..
토스증권,SK이노베이션,2025-03-14T09:32:56+09:00,102183148,20,,"하락으로 공포조성해서 개인이 더 빠지려나요 :)

난 믿고 간다"
토스증권,SK이노베이션,2025-03-13T22:36:16+09:00,102092718,21,찬티많으면 팔라했는데..모아간다,아직 힘좋은건 모아가시죠^^이노 아직까진 힘이좋네요.
토스증권,SK이노베이션,2025-03-13T17:19:37+09:00,102035808,22,이제 본전이네요,얼마만에 본전인지..팔고 빠지고 싶은데 어찌해야할까요..원금 300정도입니다.
토스증권,SK이노베이션,2025-03-13T13:31:47+09:00,102009276,23,,상 3번쳐야 평단이다!!!
토스증권,SK이노베이션,2025-03-13T12:34:12+09:00,102003486,24,,배당 언제주나요?
토스증권,SK이노베이션,2025-03-13T11:41:07+09:00,101997850,25,,애널리스트 목표주가 낮게 잡은거 보니 많이 올라가겠구만
토스증권,SK이노베이션,2025-03-13T11:22:59+09:00,101995966,26,,이노베이션이 어느새 수익 10%를 달성했네요. 미국채에 투자한거 팔아서 200만원 더 추가매수 하겠습니다.
토스증권,SK이노베이션,2025-03-13T11:09:29+09:00,101994530,27,,거래량만 더 붙어라
토스증권,SK이노베이션,2025-03-13T11:06:56+09:00,101994232,28,,"드뎌 14만원
~~20까지 가즈아"
토스증권,SK이노베이션,2025-03-13T11:06:54+09:00,101994228,29,,와......
토스증권,SK이노베이션,2025-03-13T10:46:27+09:00,101991892,30,,한방 있습니다 파이팅입니다
토스증권,SK이노베이션,2025-03-13T10:36:55+09:00,101990708,31,,아직도 한참 멀었다
토스증권,SK이노베이션,2025-03-13T10:28:36+09:00,101989712,32,,14만 뚫기 진짜 힘드네
토스증권,SK이노베이션,2025-03-13T09:13:51+09:00,101977136,33,,외국인들이 계속사네요 :) 15만 가즈아!!
토스증권,SK이노베이션,2025-03-13T09:08:41+09:00,101975938,34,,상 한 번만 쳐주면 그동안 마음고생 다 없어질 듯 ㅋㅋ
토스증권,SK이노베이션,2025-03-13T00:16:42+09:00,101927076,35,,^^
토스증권,SK이노베이션,2025-03-12T22:28:57+09:00,101881614,36,,다들힘내요! 26층도있어요~
토스증권,SK이노베이션,2025-03-12T19:20:07+09:00,101835260,37,,저는 30 십이상봅니다 가자 파이팅
토스증권,SK이노베이션,2025-03-12T17:09:50+09:00,101811940,38,,이거대박이다 비엠이랑 퓨처엠은 근처도 안오는데 이건 근처옴 와…
